date,exchange_rate
2015-12-19,851.00
2015-12-21,853.00
2015-12-23,855.00
2015-12-25,857.00
2015-12-27,859.00
2015-12-29,861.00
2015-12-31,863.00
2016-01-02,865.00
2016-01-04,867.00
2016-01-06,869.00
2016-01-08,871.00
2016-01-10,873.00
2016-01-12,875.00
2016-01-14,877.00
2016-01-16,879.00
2016-01-18,881.00
2016-01-20,883.00
2016-01-22,885.00
2016-01-24,887.00
2016-01-26,889.00
2016-01-28,891.00
2016-01-30,893.00
2016-02-01,895.00
2016-02-03,897.00
2016-02-05,899.00
2016-02-07,101.00
2016-02-09,103.00
2016-02-11,105.00
2016-02-13,107.00
2016-02-15,109.00
2016-02-17,111.00
2016-02-19,113.00
2016-02-21,115.00
2016-02-23,117.00
2016-02-25,119.00
2016-02-27,121.00
2016-02-29,123.00
2016-03-02,125.00
2016-03-04,127.00
2016-03-06,129.00
2016-03-08,131.00
2016-03-10,133.00
2016-03-12,135.00
2016-03-14,137.00
2016-03-16,139.00
2016-03-18,141.00
2016-03-20,143.00
2016-03-22,145.00
2016-03-24,147.00
2016-03-26,149.00
2016-03-28,151.00
2016-03-30,153.00
2016-04-01,155.00
2016-04-03,157.00
2016-04-05,159.00
2016-04-07,161.00
2016-04-09,163.00
2016-04-11,165.00
2016-04-13,167.00
2016-04-15,169.00
2016-04-17,171.00
2016-04-19,173.00
2016-04-21,175.00
2016-04-23,177.00
2016-04-25,179.00
2016-04-27,181.00
2016-04-29,183.00
2016-05-01,185.00
2016-05-03,187.00
2016-05-05,189.00
2016-05-07,191.00
2016-05-09,193.00
2016-05-11,195.00
2016-05-13,197.00
2016-05-15,199.00
2016-05-17,201.00
2016-05-19,203.00
2016-05-21,205.00
2016-05-23,207.00
2016-05-25,209.00
2016-05-27,211.00
2016-05-29,213.00
2016-05-31,215.00
2016-06-02,217.00
2016-06-04,219.00
2016-06-06,221.00
2016-06-08,223.00
2016-06-10,225.00
2016-06-12,227.00
2016-06-14,229.00
2016-06-16,231.00
2016-06-18,233.00
2016-06-20,235.00
2016-06-22,237.00
2016-06-24,239.00
2016-06-26,241.00
2016-06-28,243.00
2016-06-30,245.00
2016-07-02,247.00
2016-07-04,249.00
2016-07-06,251.00
2016-07-08,253.00
2016-07-10,255.00
2016-07-12,257.00
2016-07-14,259.00
2016-07-16,261.00
2016-07-18,263.00
2016-07-20,265.00
2016-07-22,267.00
2016-07-24,269.00
2016-07-26,271.00
2016-07-28,273.00
2016-07-30,275.00
2016-08-01,277.00
2016-08-03,279.00
2016-08-05,281.00
2016-08-07,283.00
2016-08-09,285.00
2016-08-11,287.00
2016-08-13,289.00
2016-08-15,291.00
2016-08-17,293.00
2016-08-19,295.00
2016-08-21,297.00
2016-08-23,299.00
2016-08-25,301.00
2016-08-27,303.00
2016-08-29,305.00
2016-08-31,307.00
2016-09-02,309.00
2016-09-04,311.00
2016-09-06,313.00
2016-09-08,315.00
2016-09-10,317.00
2016-09-12,319.00
2016-09-14,321.00
2016-09-16,323.00
2016-09-18,325.00
2016-09-20,327.00
2016-09-22,329.00
2016-09-24,331.00
2016-09-26,333.00
2016-09-28,335.00
2016-09-30,337.00
2016-10-02,339.00
2016-10-04,341.00
2016-10-06,343.00
2016-10-08,345.00
2016-10-10,347.00
2016-10-12,349.00
2016-10-14,351.00
2016-10-16,353.00
2016-10-18,355.00
2016-10-20,357.00
2016-10-22,359.00
2016-10-24,361.00
2016-10-26,363.00
2016-10-28,365.00
2016-10-30,367.00
2016-11-01,369.00
2016-11-03,371.00
2016-11-05,373.00
2016-11-07,375.00
2016-11-09,377.00
2016-11-11,379.00
2016-11-13,381.00
2016-11-15,383.00
2016-11-17,385.00
2016-11-19,387.00
2016-11-21,389.00
2016-11-23,391.00
2016-11-25,393.00
2016-11-27,395.00
2016-11-29,397.00
2016-12-01,399.00
2016-12-03,401.00
2016-12-05,403.00
2016-12-07,405.00
2016-12-09,407.00
2016-12-11,409.00
2016-12-13,411.00
2016-12-15,413.00
2016-12-17,415.00
2016-12-19,417.00
2016-12-21,419.00
2016-12-23,421.00
2016-12-25,423.00
2016-12-27,425.00
2016-12-29,427.00
2016-12-31,429.00
2017-01-02,17331.00
2017-01-04,17333.00
2017-01-06,17335.00
2017-01-08,17337.00
2017-01-10,17339.00
2017-01-12,17341.00
2017-01-14,17343.00
2017-01-16,17345.00
2017-01-18,17347.00
2017-01-20,17349.00
2017-01-22,17351.00
2017-01-24,17353.00
2017-01-26,17355.00
2017-01-28,17357.00
2017-01-30,17359.00
2017-02-01,17361.00
2017-02-03,17363.00
2017-02-05,17365.00
2017-02-07,17367.00
2017-02-09,17369.00
2017-02-11,17371.00
2017-02-13,17373.00
2017-02-15,17375.00
2017-02-17,17377.00
2017-02-19,17379.00
2017-02-21,17381.00
2017-02-23,17383.00
2017-02-25,17385.00
2017-02-27,17387.00
2017-03-01,17389.00
2017-03-03,17391.00
2017-03-05,17393.00
2017-03-07,17395.00
2017-03-09,17397.00
2017-03-11,17399.00
2017-03-13,17401.00
2017-03-15,17403.00
2017-03-17,17405.00
2017-03-19,17407.00
2017-03-21,17409.00
2017-03-23,17411.00
2017-03-25,17413.00
2017-03-27,17415.00
2017-03-29,17417.00
2017-03-31,17419.00
2017-04-02,17421.00
2017-04-04,17423.00
2017-04-06,17425.00
2017-04-08,17427.00
2017-04-10,17429.00
2017-04-12,17431.00
2017-04-14,17433.00
2017-04-16,17435.00
2017-04-18,17437.00
2017-04-20,17439.00
2017-04-22,17441.00
2017-04-24,17443.00
2017-04-26,17445.00
2017-04-28,17447.00
2017-04-30,17449.00
2017-05-02,17451.00
2017-05-04,17453.00
2017-05-06,17455.00
2017-05-08,17457.00
2017-05-10,17459.00
2017-05-12,17461.00
2017-05-14,17463.00
2017-05-16,17465.00
2017-05-18,17467.00
2017-05-20,17469.00
2017-05-22,17471.00
2017-05-24,17473.00
2017-05-26,17475.00
2017-05-28,17477.00
2017-05-30,17479.00
2017-06-01,17481.00
2017-06-03,17483.00
2017-06-05,17485.00
2017-06-07,17487.00
2017-06-09,17489.00
2017-06-11,17491.00
2017-06-13,17493.00
2017-06-15,17495.00
2017-06-17,17497.00
2017-06-19,17499.00
2017-06-21,17501.00
2017-06-23,17503.00
2017-06-25,17505.00
2017-06-27,17507.00
2017-06-29,17509.00
2017-07-01,17511.00
2017-07-03,17513.00
2017-07-05,17515.00
2017-07-07,17517.00
2017-07-09,17519.00
2017-07-11,17521.00
2017-07-13,17523.00
2017-07-15,17525.00
2017-07-17,17527.00
2017-07-19,17529.00
2017-07-21,17531.00
2017-07-23,17533.00
2017-07-25,17535.00
2017-07-27,17537.00
2017-07-29,17539.00
2017-07-31,17541.00
2017-08-02,17543.00
2017-08-04,17545.00
2017-08-06,17547.00
2017-08-08,17549.00
2017-08-10,17551.00
2017-08-12,17553.00
2017-08-14,17555.00
2017-08-16,17557.00
2017-08-18,17559.00
2017-08-20,17561.00
2017-08-22,17563.00
2017-08-24,17565.00
2017-08-26,17567.00
2017-08-28,17569.00
2017-08-30,17571.00
2017-09-01,17573.00
2017-09-03,17575.00
2017-09-05,17577.00
2017-09-07,17579.00
2017-09-09,17581.00
2017-09-11,17583.00
2017-09-13,17585.00
2017-09-15,17587.00
2017-09-17,17589.00
2017-09-19,17591.00
2017-09-21,17593.00
2017-09-23,17595.00
2017-09-25,17597.00
2017-09-27,17599.00
2017-09-29,17601.00
2017-10-01,17603.00
2017-10-03,17605.00
2017-10-05,17607.00
2017-10-07,17609.00
2017-10-09,17611.00
2017-10-11,17613.00
2017-10-13,17615.00
2017-10-15,17617.00
2017-10-17,17619.00
2017-10-19,17621.00
2017-10-21,17623.00
2017-10-23,17625.00
2017-10-25,17627.00
2017-10-27,17629.00
2017-10-29,17631.00
2017-10-31,17633.00
2017-11-02,17635.00
2017-11-04,17637.00
2017-11-06,17639.00
2017-11-08,17641.00
2017-11-10,17643.00
2017-11-12,17645.00
2017-11-14,17647.00
2017-11-16,17649.00
2017-11-18,17651.00
2017-11-20,17653.00
2017-11-22,17655.00
2017-11-24,17657.00
2017-11-26,17659.00
2017-11-28,17661.00
2017-11-30,17663.00
2017-12-02,17665.00
2017-12-04,17667.00
2017-12-06,17669.00
2017-12-08,17671.00
2017-12-10,17673.00
2017-12-12,17675.00
2017-12-14,17677.00
2017-12-16,17679.00
2017-12-18,17681.00
2017-12-20,17683.00
2017-12-22,17685.00
2017-12-24,17687.00
2017-12-26,17689.00
2017-12-28,17691.00
2017-12-30,17693.00
2018-01-01,17695.00
2018-01-03,17697.00
2018-01-05,17699.00
2018-01-07,17701.00
2018-01-09,17703.00
2018-01-11,17705.00
2018-01-13,17707.00
2018-01-15,17709.00
2018-01-17,17711.00
2018-01-19,17713.00
2018-01-21,17715.00
2018-01-23,17717.00
2018-01-25,17719.00
2018-01-27,17721.00
2018-01-29,17723.00
2018-01-31,17725.00
2018-02-02,17727.00
2018-02-04,17729.00
2018-02-06,17731.00
2018-02-08,17733.00
2018-02-10,17735.00
2018-02-12,17737.00
2018-02-14,17739.00
2018-02-16,17741.00
2018-02-18,17743.00
2018-02-20,17745.00
2018-02-22,17747.00
2018-02-24,17749.00
2018-02-26,17751.00
2018-02-28,17753.00
2018-03-02,17755.00
2018-03-04,17757.00
2018-03-06,17759.00
2018-03-08,17761.00
2018-03-10,17763.00
2018-03-12,17765.00
2018-03-14,17767.00
2018-03-16,17769.00
2018-03-18,17771.00
2018-03-20,17773.00
2018-03-22,17775.00
2018-03-24,17777.00
2018-03-26,17779.00
2018-03-28,17781.00
2018-03-30,17783.00
2018-04-01,17785.00
2018-04-03,17787.00
2018-04-05,17789.00
2018-04-07,17791.00
2018-04-09,17793.00
2018-04-11,17795.00
2018-04-13,17797.00
2018-04-15,17799.00
2018-04-17,17801.00
2018-04-19,17803.00
2018-04-21,17805.00
2018-04-23,17807.00
2018-04-25,17809.00
2018-04-27,17811.00
2018-04-29,17813.00
2018-05-01,17815.00
2018-05-03,17817.00
2018-05-05,17819.00
2018-05-07,17821.00
2018-05-09,17823.00
2018-05-11,17825.00
2018-05-13,17827.00
2018-05-15,17829.00
2018-05-17,17831.00
2018-05-19,17833.00
2018-05-21,17835.00
2018-05-23,17837.00
2018-05-25,17839.00
2018-05-27,17841.00
2018-05-29,17843.00
2018-05-31,17845.00
2018-06-02,17847.00
2018-06-04,17849.00
2018-06-06,17851.00
2018-06-08,17853.00
2018-06-10,17855.00
2018-06-12,17857.00
2018-06-14,17859.00
2018-06-16,17861.00
2018-06-18,17863.00
2018-06-20,17865.00
2018-06-22,17867.00
2018-06-24,17869.00
2018-06-26,17871.00
2018-06-28,17873.00
2018-06-30,17875.00
2018-07-02,17877.00
2018-07-04,17879.00
2018-07-06,17881.00
2018-07-08,17883.00
2018-07-10,17885.00
2018-07-12,17887.00
2018-07-14,17889.00
2018-07-16,17891.00
2018-07-18,17893.00
2018-07-20,17895.00
2018-07-22,17897.00
2018-07-24,17899.00
2018-07-26,17901.00
2018-07-28,17903.00
2018-07-30,17905.00
2018-08-01,17907.00
2018-08-03,17909.00
2018-08-05,17911.00
2018-08-07,17913.00
2018-08-09,17915.00
2018-08-11,17917.00
2018-08-13,17919.00
2018-08-15,17921.00
2018-08-17,17923.00
2018-08-19,17925.00
2018-08-21,17927.00
2018-08-23,17929.00
2018-08-25,17931.00
2018-08-27,17933.00
2018-08-29,17935.00
2018-08-31,17937.00
2018-09-02,17939.00
2018-09-04,17941.00
2018-09-06,17943.00
2018-09-08,17945.00
2018-09-10,17947.00
2018-09-12,17949.00
2018-09-14,17951.00
2018-09-16,17953.00
2018-09-18,17955.00
2018-09-20,17957.00
2018-09-22,17959.00
2018-09-24,17961.00
2018-09-26,17963.00
2018-09-28,17965.00
2018-09-30,17967.00
2018-10-02,17969.00
2018-10-04,17971.00
2018-10-06,17973.00
2018-10-08,17975.00
2018-10-10,17977.00
2018-10-12,17979.00
2018-10-14,17981.00
2018-10-16,17983.00
2018-10-18,17985.00
2018-10-20,17987.00
2018-10-22,17989.00
2018-10-24,17991.00
2018-10-26,17993.00
2018-10-28,17995.00
2018-10-30,17997.00
2018-11-01,17999.00
2018-11-03,18001.00
2018-11-05,18003.00
2018-11-07,18005.00
2018-11-09,18007.00
2018-11-11,18009.00
2018-11-13,18011.00
2018-11-15,18013.00
2018-11-17,18015.00
2018-11-19,18017.00
2018-11-21,18019.00
2018-11-23,18021.00
2018-11-25,18023.00
2018-11-27,18025.00
2018-11-29,18027.00
2018-12-01,18029.00
2018-12-03,18031.00
2018-12-05,18033.00
2018-12-07,18035.00
2018-12-09,18037.00
2018-12-11,18039.00
2018-12-13,18041.00
2018-12-15,18043.00
2018-12-17,18045.00
2018-12-19,18047.00
2018-12-21,18049.00
2018-12-23,18051.00
2018-12-25,18053.00
2018-12-27,18055.00
2018-12-29,18057.00
2018-12-31,18059.00
2019-01-02,18061.00
2019-01-04,18063.00
2019-01-06,18065.00
2019-01-08,18067.00
2019-01-10,18069.00
2019-01-12,18071.00
2019-01-14,18073.00
2019-01-16,18075.00
2019-01-18,18077.00
2019-01-20,18079.00
2019-01-22,18081.00
2019-01-24,18083.00
2019-01-26,18085.00
2019-01-28,18087.00
2019-01-30,18089.00
2019-02-01,18091.00
2019-02-03,18093.00
2019-02-05,18095.00
2019-02-07,18097.00
2019-02-09,18099.00
2019-02-11,18101.00
2019-02-13,18103.00
2019-02-15,18105.00
2019-02-17,18107.00
2019-02-19,18109.00
2019-02-21,18111.00
2019-02-23,18113.00
2019-02-25,18115.00
2019-02-27,18117.00
2019-03-01,18119.00
2019-03-03,18121.00
2019-03-05,18123.00
2019-03-07,18125.00
2019-03-09,18127.00
2019-03-11,18129.00
2019-03-13,18131.00
2019-03-15,18133.00
2019-03-17,18135.00
2019-03-19,18137.00
2019-03-21,18139.00
2019-03-23,18141.00
2019-03-25,18143.00
2019-03-27,18145.00
2019-03-29,18147.00
2019-03-31,18149.00
2019-04-02,18151.00
2019-04-04,18153.00
2019-04-06,18155.00
2019-04-08,18157.00
2019-04-10,18159.00
2019-04-12,18161.00
2019-04-14,18163.00
2019-04-16,18165.00
2019-04-18,18167.00
2019-04-20,18169.00
2019-04-22,18171.00
2019-04-24,18173.00
2019-04-26,18175.00
2019-04-28,18177.00
2019-04-30,18179.00
2019-05-02,18181.00
2019-05-04,18183.00
2019-05-06,18185.00
2019-05-08,18187.00
2019-05-10,18189.00
2019-05-12,18191.00
2019-05-14,18193.00
2019-05-16,18195.00
2019-05-18,18197.00
2019-05-20,18199.00
2019-05-22,18201.00
2019-05-24,18203.00
2019-05-26,18205.00
2019-05-28,18207.00
2019-05-30,18209.00
2019-06-01,18211.00
2019-06-03,18213.00
2019-06-05,18215.00
2019-06-07,18217.00
2019-06-09,18219.00
2019-06-11,18221.00
2019-06-13,18223.00
2019-06-15,18225.00
2019-06-17,18227.00
2019-06-19,18229.00
2019-06-21,18231.00
2019-06-23,18233.00
2019-06-25,18235.00
2019-06-27,18237.00
2019-06-29,18239.00
2019-07-01,18241.00
2019-07-03,18243.00
2019-07-05,18245.00
2019-07-07,18247.00
2019-07-09,18249.00
2019-07-11,18251.00
2019-07-13,18253.00
2019-07-15,18255.00
2019-07-17,18257.00
2019-07-19,18259.00
2019-07-21,18261.00
2019-07-23,18263.00
2019-07-25,18265.00
2019-07-27,18267.00
2019-07-29,18269.00
2019-07-31,18271.00
2019-08-02,18273.00
2019-08-04,18275.00
2019-08-06,18277.00
2019-08-08,18279.00
2019-08-10,18281.00
2019-08-12,18283.00
2019-08-14,18285.00
2019-08-16,18287.00
2019-08-18,18289.00
2019-08-20,18291.00
2019-08-22,18293.00
2019-08-24,18295.00
2019-08-26,18297.00
2019-08-28,18299.00
2019-08-30,18301.00
2019-09-01,18303.00
2019-09-03,18305.00
2019-09-05,18307.00
2019-09-07,18309.00
2019-09-09,18311.00
2019-09-11,18313.00
2019-09-13,18315.00
2019-09-15,18317.00
2019-09-17,18319.00
2019-09-19,18321.00
2019-09-21,18323.00
2019-09-23,18325.00
2019-09-25,18327.00
2019-09-27,18329.00
2019-09-29,18331.00
2019-10-01,18333.00
2019-10-03,18335.00
2019-10-05,18337.00
2019-10-07,18339.00
2019-10-09,18341.00
2019-10-11,18343.00
2019-10-13,18345.00
2019-10-15,18347.00
2019-10-17,18349.00
2019-10-19,18351.00
2019-10-21,18353.00
2019-10-23,18355.00
2019-10-25,18357.00
2019-10-27,18359.00
2019-10-29,18361.00
2019-10-31,18363.00
2019-11-02,18365.00
2019-11-04,18367.00
2019-11-06,18369.00
2019-11-08,18371.00
2019-11-10,18373.00
2019-11-12,18375.00
2019-11-14,18377.00
2019-11-16,18379.00
2019-11-18,18381.00
2019-11-20,18383.00
2019-11-22,18385.00
2019-11-24,18387.00
2019-11-26,18389.00
2019-11-28,18391.00
2019-11-30,18393.00
2019-12-02,18395.00
2019-12-04,18397.00
2019-12-06,18399.00
2019-12-08,18401.00
2019-12-10,18403.00
2019-12-12,18405.00
2019-12-14,18407.00
2019-12-16,18409.00
2019-12-18,18411.00
2019-12-20,18413.00
2019-12-22,18415.00
2019-12-24,18417.00
2019-12-26,18419.00
2019-12-28,18421.00
2019-12-30,18423.00
2020-01-01,18425.00
2020-01-03,18427.00
2020-01-05,18429.00
2020-01-07,18431.00
2020-01-09,18433.00
2020-01-11,18435.00
2020-01-13,18437.00
2020-01-15,18439.00
2020-01-17,18441.00
2020-01-19,18443.00
2020-01-21,18445.00
2020-01-23,18447.00
2020-01-25,18449.00
2020-01-27,18451.00
2020-01-29,18453.00
2020-01-31,18455.00
2020-02-02,18457.00
2020-02-04,18459.00
2020-02-06,18461.00
2020-02-08,18463.00
2020-02-10,18465.00
2020-02-12,18467.00
2020-02-14,18469.00
2020-02-16,18471.00
2020-02-18,18473.00
2020-02-20,18475.00
2020-02-22,18477.00
2020-02-24,18479.00
2020-02-26,18481.00
2020-02-28,18483.00
2020-03-01,18485.00
2020-03-03,18487.00
2020-03-05,18489.00
2020-03-07,18491.00
2020-03-09,18493.00
2020-03-11,18495.00
2020-03-13,18497.00
2020-03-15,18499.00
2020-03-17,18501.00
2020-03-19,18503.00
2020-03-21,18505.00
2020-03-23,18507.00
2020-03-25,18509.00
2020-03-27,18511.00
2020-03-29,18513.00
2020-03-31,18515.00
2020-04-02,18517.00
2020-04-04,18519.00
2020-04-06,18521.00
2020-04-08,18523.00
2020-04-10,18525.00
2020-04-12,18527.00
2020-04-14,18529.00
2020-04-16,18531.00
2020-04-18,18533.00
2020-04-20,18535.00
2020-04-22,18537.00
2020-04-24,18539.00
2020-04-26,18541.00
2020-04-28,18543.00
2020-04-30,18545.00
2020-05-02,18547.00
2020-05-04,18549.00
2020-05-06,18551.00
2020-05-08,18553.00
2020-05-10,18555.00
2020-05-12,18557.00
2020-05-14,18559.00
2020-05-16,18561.00
2020-05-18,18563.00
2020-05-20,18565.00
2020-05-22,18567.00
2020-05-24,18569.00
2020-05-26,18571.00
2020-05-28,18573.00
2020-05-30,18575.00
2020-06-01,18577.00
2020-06-03,18579.00
2020-06-05,18581.00
2020-06-07,18583.00
2020-06-09,18585.00
2020-06-11,18587.00
2020-06-13,18589.00
2020-06-15,18591.00
2020-06-17,18593.00
2020-06-19,18595.00
2020-06-21,18597.00
2020-06-23,18599.00
2020-06-25,18601.00
2020-06-27,18603.00
2020-06-29,18605.00
2020-07-01,18607.00
2020-07-03,18609.00
2020-07-05,18611.00
2020-07-07,18613.00
2020-07-09,18615.00
2020-07-11,18617.00
2020-07-13,18619.00
2020-07-15,18621.00
2020-07-17,18623.00
2020-07-19,18625.00
2020-07-21,18627.00
2020-07-23,18629.00
2020-07-25,18631.00
2020-07-27,18633.00
2020-07-29,18635.00
2020-07-31,18637.00
2020-08-02,18639.00
2020-08-04,18641.00
2020-08-06,18643.00
2020-08-08,18645.00
2020-08-10,18647.00
2020-08-12,18649.00
2020-08-14,18651.00
2020-08-16,18653.00
2020-08-18,18655.00
2020-08-20,18657.00
2020-08-22,18659.00
2020-08-24,18661.00
2020-08-26,18663.00
2020-08-28,18665.00
2020-08-30,18667.00
2020-09-01,18669.00
2020-09-03,18671.00
2020-09-05,18673.00
2020-09-07,18675.00
2020-09-09,18677.00
2020-09-11,18679.00
2020-09-13,18681.00
2020-09-15,18683.00
2020-09-17,18685.00
2020-09-19,18687.00
2020-09-21,18689.00
2020-09-23,18691.00
2020-09-25,18693.00
2020-09-27,18695.00
2020-09-29,18697.00
2020-10-01,18699.00
2020-10-03,18701.00
2020-10-05,18703.00
2020-10-07,18705.00
2020-10-09,18707.00
2020-10-11,18709.00
2020-10-13,18711.00
2020-10-15,18713.00
2020-10-17,18715.00
2020-10-19,18717.00
2020-10-21,18719.00
2020-10-23,18721.00
2020-10-25,18723.00
2020-10-27,18725.00
2020-10-29,18727.00
2020-10-31,18729.00
2020-11-02,18731.00
2020-11-04,18733.00
2020-11-06,18735.00
2020-11-08,18737.00
2020-11-10,18739.00
2020-11-12,18741.00
2020-11-14,18743.00
2020-11-16,18745.00
2020-11-18,18747.00
2020-11-20,18749.00
2020-11-22,18751.00
2020-11-24,18753.00
2020-11-26,18755.00
2020-11-28,18757.00
2020-11-30,18759.00
2020-12-02,18761.00
2020-12-04,18763.00
2020-12-06,18765.00
2020-12-08,18767.00
2020-12-10,18769.00
2020-12-12,18771.00
2020-12-14,18773.00
2020-12-16,18775.00
2020-12-18,18777.00
2020-12-20,18779.00
2020-12-22,18781.00
2020-12-24,18783.00
2020-12-26,18785.00
2020-12-28,18787.00
2020-12-30,18789.00
2021-01-01,18791.00
2021-01-03,18793.00
2021-01-05,18795.00
2021-01-07,18797.00
2021-01-09,18799.00
2021-01-11,18801.00
2021-01-13,18803.00
2021-01-15,18805.00
2021-01-17,18807.00
2021-01-19,18809.00
2021-01-21,18811.00
2021-01-23,18813.00
2021-01-25,18815.00
2021-01-27,18817.00
2021-01-29,18819.00
2021-01-31,18821.00
2021-02-02,18823.00
2021-02-04,18825.00
2021-02-06,18827.00
2021-02-08,18829.00
2021-02-10,18831.00
2021-02-12,18833.00
2021-02-14,18835.00
2021-02-16,18837.00
2021-02-18,18839.00
2021-02-20,18841.00
2021-02-22,18843.00
2021-02-24,18845.00
2021-02-26,18847.00
2021-02-28,18849.00
2021-03-02,18851.00
2021-03-04,18853.00
2021-03-06,18855.00
2021-03-08,18857.00
2021-03-10,18859.00
2021-03-12,18861.00
2021-03-14,18863.00
2021-03-16,18865.00
2021-03-18,18867.00
2021-03-20,18869.00
2021-03-22,18871.00
2021-03-24,18873.00
2021-03-26,18875.00
2021-03-28,18877.00
2021-03-30,18879.00
2021-04-01,18881.00
2021-04-03,18883.00
2021-04-05,18885.00
2021-04-07,18887.00
2021-04-09,18889.00
2021-04-11,18891.00
2021-04-13,18893.00
2021-04-15,18895.00
2021-04-17,18897.00
2021-04-19,18899.00
2021-04-21,18901.00
2021-04-23,18903.00
2021-04-25,18905.00
2021-04-27,18907.00
2021-04-29,18909.00
2021-05-01,18911.00
2021-05-03,18913.00
2021-05-05,18915.00
2021-05-07,18917.00
2021-05-09,18919.00
2021-05-11,18921.00
2021-05-13,18923.00
2021-05-15,18925.00
2021-05-17,18927.00
2021-05-19,18929.00
2021-05-21,18931.00
2021-05-23,18933.00
2021-05-25,18935.00
2021-05-27,18937.00
2021-05-29,18939.00
2021-05-31,18941.00
2021-06-02,18943.00
2021-06-04,18945.00
2021-06-06,18947.00
2021-06-08,18949.00
2021-06-10,18951.00
2021-06-12,18953.00
2021-06-14,18955.00
2021-06-16,18957.00
2021-06-18,18959.00
2021-06-20,18961.00
2021-06-22,18963.00
2021-06-24,18965.00
2021-06-26,18967.00
2021-06-28,18969.00
2021-06-30,18971.00
2021-07-02,18973.00
2021-07-04,18975.00
2021-07-06,18977.00
2021-07-08,18979.00
2021-07-10,18981.00
2021-07-12,18983.00
2021-07-14,18985.00
2021-07-16,18987.00
2021-07-18,18989.00
2021-07-20,18991.00
2021-07-22,18993.00
2021-07-24,18995.00
2021-07-26,18997.00
2021-07-28,18999.00
2021-07-30,19001.00
2021-08-01,19003.00
2021-08-03,19005.00
2021-08-05,19007.00
2021-08-07,19009.00
2021-08-09,19011.00
2021-08-11,19013.00
2021-08-13,19015.00
2021-08-15,19017.00
2021-08-17,19019.00
2021-08-19,19021.00
2021-08-21,19023.00
2021-08-23,19025.00
2021-08-25,19027.00
2021-08-27,19029.00
2021-08-29,19031.00
2021-08-31,19033.00
2021-09-02,19035.00
2021-09-04,19037.00
2021-09-06,19039.00
2021-09-08,19041.00
2021-09-10,19043.00
2021-09-12,19045.00
2021-09-14,19047.00
2021-09-16,19049.00
2021-09-18,19051.00
2021-09-20,19053.00
2021-09-22,19055.00
2021-09-24,19057.00
2021-09-26,19059.00
2021-09-28,19061.00
2021-09-30,19063.00
2021-10-02,19065.00
2021-10-04,19067.00
2021-10-06,19069.00
2021-10-08,19071.00
2021-10-10,19073.00
2021-10-12,19075.00
2021-10-14,19077.00
2021-10-16,19079.00
2021-10-18,19081.00
2021-10-20,19083.00
2021-10-22,19085.00
2021-10-24,19087.00
2021-10-26,19089.00
2021-10-28,19091.00
2021-10-30,19093.00
2021-11-01,19095.00
2021-11-03,19097.00
2021-11-05,19099.00
2021-11-07,19101.00
2021-11-09,19103.00
2021-11-11,19105.00
2021-11-13,19107.00
2021-11-15,19109.00
2021-11-17,19111.00
2021-11-19,19113.00
2021-11-21,19115.00
2021-11-23,19117.00
2021-11-25,19119.00
2021-11-27,19121.00
2021-11-29,19123.00
2021-12-01,19125.00
2021-12-03,19127.00
2021-12-05,19129.00
2021-12-07,19131.00
2021-12-09,19133.00
2021-12-11,19135.00
2021-12-13,19137.00
2021-12-15,19139.00
2021-12-17,19141.00
2021-12-19,19143.00
2021-12-21,19145.00
2021-12-23,19147.00
2021-12-25,19149.00
2021-12-27,19151.00
2021-12-29,19153.00
2021-12-31,19155.00
2022-01-02,19157.00
2022-01-04,19159.00
2022-01-06,19161.00
2022-01-08,19163.00
2022-01-10,19165.00
2022-01-12,19167.00
2022-01-14,19169.00
2022-01-16,19171.00
2022-01-18,19173.00
2022-01-20,19175.00
2022-01-22,19177.00
2022-01-24,19179.00
2022-01-26,19181.00
2022-01-28,19183.00
2022-01-30,19185.00
2022-02-01,19187.00
2022-02-03,19189.00
2022-02-05,19191.00
2022-02-07,19193.00
2022-02-09,19195.00
2022-02-11,19197.00
2022-02-13,19199.00
2022-02-15,19201.00
2022-02-17,19203.00
2022-02-19,19205.00
2022-02-21,19207.00
2022-02-23,19209.00
2022-02-25,19211.00
2022-02-27,19213.00
2022-03-01,19215.00
2022-03-03,19217.00
2022-03-05,19219.00
2022-03-07,19221.00
2022-03-09,19223.00
2022-03-11,19225.00
2022-03-13,19227.00
2022-03-15,19229.00
2022-03-17,19231.00
2022-03-19,19233.00
2022-03-21,19235.00
2022-03-23,19237.00
2022-03-25,19239.00
2022-03-27,19241.00
2022-03-29,19243.00
